65800156,24660,24660
65800162,60660,60660
65800164,39060,39060
65800165,46260,46260
65800166,53460,53460
65800181,71460,71460
65800183,67860,67860
65800184,31860,31860
65800191,42900,42900
65800192,64500,64500
65800193,35700,35700
65800194,71700,71700
65800196,57300,57300
65800197,50100,50100
65800206,82500,82500
65800210,32100,32100
65800211,75300,75300
65800212,78900,78900
65800214,68100,68100
65800232,46500,46500
65800233,39300,39300
65800234,60900,60900
65800235,53700,53700
65800240,81360,81360
65800243,3720,3720
65800244,86520,86520
65800251,49860,49860
65800261,64260,64260
65800262,75060,75060
65800263,28260,28260
65800267,57060,57060
65800268,42660,42660
65800269,35460,35460
65800276,420,420
65800278,79560,79560
65800279,83160,83160
65800281,21960,21960
65800283,28680,28680
65800157,31860,31860
65800163,67860,67860
65800182,39060,39060
65800190,57300,57300
65800195,42900,42900
65800198,50100,50100
65800199,64500,64500
65800213,39300,39300
65800239,60360,60360
65800241,28680,28680
65800245,36000,36000
65800248,75060,75060
65800252,42660,42660
65800253,64260,64260
65800255,62460,62460
65800256,56760,56760
65800257,58560,58560
65800258,49560,49560
65800259,54960,54960
65800260,53160,53160
65800265,35460,35460
65800280,25560,25560
65800284,32400,32400
65800286,29160,29160
65800158,63900,63900
65800159,65700,65700
65800160,18960,18960
65800161,22560,22560
65800167,72060,72060
65800168,54900,54900
65800169,58500,58500
65800170,56700,56700
65800171,53100,53100
65800172,30600,30600
65800173,40500,40500
65800174,31500,31500
65800175,35100,35100
65800176,47700,47700
65800177,27000,27000
65800178,25260,25260
65800179,62100,62100
65800180,28800,28800
65800185,64500,64500
65800186,62700,62700
65800187,59100,59100
65800188,60900,60900
65800189,70380,70380
65800200,28140,28140
65800201,35700,35700
65800203,66300,66300
65800204,42900,42900
65800205,54600,54600
65800207,68100,68100
65800208,75300,75300
65800209,82500,82500
65800215,39300,39300
65800216,67200,67200
65800217,63600,63600
65800218,65400,65400
65800219,61800,61800
65800220,60000,60000
65800221,29940,29940
65800222,31740,31740
65800223,26340,26340
65800224,33540,33540
65800225,46500,46500
65800226,52260,52260
65800227,49860,49860
65800228,69300,69300
65800229,71580,71580
65800230,73380,73380
65800231,78900,78900
65800236,57300,57300
65800238,60300,60300
65800242,24780,24780
65800246,81420,81420
65800247,23100,23100
65800249,20760,20760
65800250,68400,68400
65800254,51300,51300
65800264,75660,75660
65800266,44100,44100
65800270,27900,27900
65800271,33300,33300
65800272,29700,29700
65800273,24360,24360
65800274,26100,26100
65800275,36900,36900
65800277,17040,17040
65800202,56520,56520
65802239,4440,4440
65802241,8040,8040
65802242,7980,7980
65802243,11580,11580
65802244,15060,15060
65802238,4440,4440
65802240,4440,4440
65802245,7260,7260
