63834080,60720,60720
63834081,24720,24720
63834082,22620,22620
63834083,26760,26760
65469826,22620,22620
65469828,26760,26760
65469830,60720,60720
65469831,51120,51120
65469832,24720,24720
65469834,59640,59640
65469835,25980,25980
63834104,70920,70920
63834110,67440,67440
63834105,36120,36120
63834106,49320,49320
63834107,64860,64860
63834111,32640,32640
63834112,45840,45840
65469873,64860,64860
65469852,68040,68040
65469869,71520,71520
65469853,32640,32640
65469854,45840,45840
65469870,36120,36120
65469871,49320,49320
65469872,64860,64860
