65455139,50280,50280
65455140,55680,55680
65455143,59280,59280
65455144,62880,62880
65455147,70080,70080
65455149,33480,33480
65455151,40680,40680
65455158,73380,73380
65455159,80580,80580
65455160,1380,1380
65455170,44280,44280
65455172,66480,66480
65455176,28080,28080
65455197,23520,23520
65455210,50160,50160
65455212,56160,56160
65455213,60660,60660
65455214,64560,64560
65455215,67860,67860
65455216,29460,29460
65455217,38460,38460
65455220,74700,74700
65455221,81900,81900
65455222,2700,2700
65455245,45660,45660
65455246,21300,21300
65455269,24900,24900
65455137,69000,69000
65455154,31680,31680
65455161,73380,73380
65455162,80580,80580
65455177,46080,46080
65455179,60480,60480
65455200,40200,40200
65455202,54600,54600
65455223,74700,74700
65455224,81900,81900
65455232,38880,38880
65455234,53280,53280
65455236,67680,67680
65455251,33000,33000
65455253,47400,47400
65455255,61800,61800
65455138,69000,69000
65455156,31680,31680
65455163,1380,1380
65455164,73380,73380
65455165,80580,80580
65455184,46080,46080
65455186,60480,60480
65455205,40200,40200
65455207,54600,54600
65455225,2700,2700
65455226,74700,74700
65455227,81900,81900
65455238,38880,38880
65455240,53280,53280
65455242,67680,67680
65455260,33000,33000
65455262,47400,47400
65455264,61800,61800
65455166,1380,1380
65455228,2700,2700
65455136,50220,50220
65455145,62880,62880
65455146,66480,66480
65455148,70080,70080
65455150,33480,33480
65455152,40680,40680
65455167,29460,29460
65455168,56520,56520
65455171,44280,44280
65455173,73380,73380
65455174,80580,80580
65455192,59280,59280
65455193,60600,60600
65455194,64500,64500
65455195,67800,67800
65455196,71700,71700
65455198,23640,23640
65455199,27240,27240
65455211,38460,38460
65455219,34860,34860
65455229,27960,27960
65455230,48480,48480
65455231,55680,55680
65455244,45660,45660
65455247,21900,21900
65455248,74700,74700
65455249,81900,81900
65455270,21300,21300
65455175,1380,1380
65455250,2700,2700
65455155,31680,31680
65455178,46080,46080
65455180,60480,60480
65455181,73380,73380
65455182,80580,80580
65455201,40200,40200
65455203,54600,54600
65455204,69000,69000
65455233,38880,38880
65455235,53280,53280
65455237,67680,67680
65455252,33000,33000
65455254,47400,47400
65455256,61800,61800
65455257,74700,74700
65455258,81900,81900
65455157,31680,31680
65455183,1380,1380
65455185,46080,46080
65455187,60480,60480
65455188,73380,73380
65455189,80580,80580
65455206,40200,40200
65455208,54600,54600
65455209,69000,69000
65455239,38880,38880
65455241,53280,53280
65455243,67680,67680
65455259,2700,2700
65455261,33000,33000
65455263,47400,47400
65455265,61800,61800
65455266,74700,74700
65455267,81900,81900
65455190,1380,1380
65455268,2700,2700
65455141,48480,48480
65455142,55680,55680
65455153,59280,59280
65455169,56460,56460
65455191,28080,28080
65455218,50160,50160
