64260394,32400,32400
64260395,34800,34800
64260396,37200,37200
64260397,39600,39600
64260398,42000,42000
64260399,44400,44400
64260400,46800,46800
64260401,49200,49200
64260402,51600,51600
64260403,54000,54000
64260404,56400,56400
64260405,58800,58800
64260406,61200,61200
64260367,19800,19800
64260368,27600,27600
64260369,30000,30000
64260375,32400,32400
64260392,34800,34800
64260393,37200,37200
64260409,39600,39600
64260416,42000,42000
64260417,44400,44400
64260418,46800,46800
64260419,49200,49200
64260420,22800,22800
64260421,51600,51600
64260422,54000,54000
64260423,56400,56400
64260424,58800,58800
64260425,61200,61200
64260426,63600,63600
64260427,66000,66000
64260428,68400,68400
64260429,70800,70800
64260430,73200,73200
64260431,75600,75600
64260432,78000,78000
64260433,25200,25200
64260434,80400,80400
64260370,32400,32400
64260371,34800,34800
64260372,37200,37200
64260373,39600,39600
64260374,42000,42000
64260376,44400,44400
64260377,46800,46800
64260378,49200,49200
64260379,51600,51600
64260380,54000,54000
64260381,56400,56400
64260382,58800,58800
64260383,61200,61200
64260384,63600,63600
64260385,66000,66000
64260386,68400,68400
64260387,70800,70800
64260388,73200,73200
64260389,75600,75600
64260390,78000,78000
64260391,80400,80400
65749168,32400,32400
65749169,34800,34800
65749170,37200,37200
65749171,39600,39600
65749172,42000,42000
65749174,44400,44400
65749175,46800,46800
65749176,49200,49200
65749177,51600,51600
65749178,54000,54000
65749179,56400,56400
65749180,58800,58800
65749181,61200,61200
65749135,19800,19800
65749136,26400,26400
65749137,27600,27600
65749138,28800,28800
65749139,30000,30000
65749140,31200,31200
65749146,32400,32400
65749157,33600,33600
65749164,34800,34800
65749165,36000,36000
65749166,37200,37200
65749167,21600,21600
65749173,38400,38400
65749184,39600,39600
65749191,40800,40800
65749192,42000,42000
65749193,43200,43200
65749194,44400,44400
65749195,45600,45600
65749196,46800,46800
65749197,48000,48000
65749198,49200,49200
65749199,22800,22800
65749200,50400,50400
65749201,51600,51600
65749202,52800,52800
65749203,54000,54000
65749204,55200,55200
65749205,56400,56400
65749206,57600,57600
65749207,58800,58800
65749208,60000,60000
65749209,61200,61200
65749210,24000,24000
65749211,62400,62400
65749212,63600,63600
65749213,64800,64800
65749214,66000,66000
65749215,67200,67200
65749216,68400,68400
65749217,70800,70800
65749218,73200,73200
65749219,75600,75600
65749220,78000,78000
65749221,25200,25200
65749222,81000,81000
65749141,32400,32400
65749142,34800,34800
65749143,37200,37200
65749144,39600,39600
65749145,42000,42000
65749147,44400,44400
65749148,46800,46800
65749149,49200,49200
65749150,51600,51600
65749151,54000,54000
65749152,56400,56400
65749153,58800,58800
65749154,61200,61200
65749155,63600,63600
65749156,66000,66000
65749158,68400,68400
65749159,70800,70800
65749160,73200,73200
65749161,75600,75600
65749162,78000,78000
65749163,80400,80400
65749182,63600,63600
65749183,66000,66000
65749185,68400,68400
65749186,70800,70800
65749187,73200,73200
65749188,75600,75600
65749189,78000,78000
65749190,80400,80400
