65934012,21780,21780
65934013,25680,25680
65934014,80040,80040
65934017,74520,74520
65934019,69420,69420
65934020,65820,65820
65934022,47220,47220
65934032,34020,34020
65934034,52620,52620
65934036,56220,56220
65934061,62700,62700
65934062,26700,26700
65934063,76500,76500
65934064,59100,59100
65934065,39300,39300
65934066,30300,30300
65934067,80100,80100
65934068,66300,66300
65934069,84300,84300
65934070,48300,48300
65934071,33900,33900
65934072,28260,28260
65934073,83280,83280
65934113,24060,24060
65934114,55500,55500
65934023,26820,26820
65934024,38820,38820
65934027,75420,75420
65934028,43020,43020
65934031,59520,59520
65934033,52920,52920
65934037,68820,68820
65934039,63720,63720
65934040,2580,2580
65934042,9780,9780
65934048,44640,44640
65934049,58140,58140
65934051,54840,54840
65934052,80040,80040
65934053,28740,28740
65934054,69540,69540
65934059,39840,39840
65934015,71220,71220
65934016,77220,77220
65934018,43020,43020
65934021,35820,35820
65934025,55920,55920
65934026,39420,39420
65934029,61020,61020
65934030,67020,67020
65934035,49620,49620
65934038,46020,46020
65934041,9780,9780
65934043,2580,2580
65934046,39540,39540
65934047,71640,71640
65934050,32640,32640
65934055,57840,57840
65934056,76440,76440
65934057,83040,83040
65934058,36240,36240
65934060,46440,46440
65934044,2580,2580
65934045,9780,9780
65934353,28200,28200
65935260,28200,28200
