65970443,25920,25920
65970444,23160,23160
65970445,25020,25020
65970446,24060,24060
65970447,29580,29580
65970448,30480,30480
65970449,27840,27840
65970450,26880,26880
65970451,28740,28740
65970461,61860,61860
65970462,56460,56460
65970463,58260,58260
65970464,54660,54660
65970465,63660,63660
65970466,60060,60060
65970452,25020,25020
65970453,24060,24060
65970454,28740,28740
65970455,27840,27840
65970456,26880,26880
65970457,23160,23160
65970458,25920,25920
65970459,30480,30480
65970460,29580,29580
65970467,60060,60060
65970468,58260,58260
65970469,54660,54660
65970470,61860,61860
65970471,56460,56460
65970472,63660,63660
65971400,75420,75420
65971401,74220,74220
65971402,73020,73020
65971440,20460,20460
65971441,19260,19260
65971442,18060,18060
65971443,24420,24420
65971444,30360,30360
65971445,27960,27960
65971446,29820,29820
65971447,29160,29160
65971448,28560,28560
65971449,25560,25560
65971450,31020,31020
65971451,25020,25020
65971452,21660,21660
65971453,22560,22560
65971454,23160,23160
65971455,27300,27300
65971456,26160,26160
65971457,26760,26760
65971458,23880,23880
65971459,41820,41820
65971460,34680,34680
65971461,43620,43620
65971462,33420,33420
65971463,34080,34080
65971464,42420,42420
65971465,41220,41220
65971466,31620,31620
65971467,35280,35280
65971468,37020,37020
65971469,35820,35820
65971470,32820,32820
65971471,37620,37620
65971472,38220,38220
65971473,38820,38820
65971474,43020,43020
65971475,32220,32220
65971476,39420,39420
65971477,36420,36420
65971478,40020,40020
65971479,40620,40620
65971490,74280,74280
65971491,60900,60900
65971492,60300,60300
65971493,63300,63300
65971494,64500,64500
65971495,58500,58500
65971496,62700,62700
65971497,59100,59100
65971498,61500,61500
65971499,57300,57300
65971500,59700,59700
65971501,57900,57900
65971502,63900,63900
65971503,62100,62100
65971504,54840,54840
65971505,56040,56040
65971506,56640,56640
65971507,55440,55440
65971508,54240,54240
65971509,65640,65640
65971510,65040,65040
65971511,79920,79920
65971512,78720,78720
65971513,87240,87240
65971514,84840,84840
65971516,83640,83640
65971518,81120,81120
65971519,88440,88440
65971520,86040,86040
65971522,82440,82440
65971523,76620,76620
65971525,74820,74820
65971526,77880,77880
65971529,75420,75420
65971530,66780,66780
65971531,66180,66180
65971532,67380,67380
65971533,72660,72660
65971534,73260,73260
65971552,69180,69180
65971553,71520,71520
65971554,72120,72120
65971555,70980,70980
65971556,70380,70380
65971557,68580,68580
65971558,69780,69780
65971559,67920,67920
65971560,53580,53580
65971561,51780,51780
65971562,52380,52380
65971563,52980,52980
65971564,73740,73740
65971603,54480,54480
65971604,65820,65820
65971605,67020,67020
65971606,67620,67620
65971607,68220,68220
65971608,53880,53880
65971609,66420,66420
65971610,61680,61680
65971611,64080,64080
65971612,58680,58680
65971613,56280,56280
65971614,60480,60480
65971615,64620,64620
65971616,59280,59280
65971617,55080,55080
65971618,58080,58080
65971619,65220,65220
65971620,55680,55680
65971621,63480,63480
65971622,61080,61080
65971623,57480,57480
65971624,62880,62880
65971625,59880,59880
65971626,62280,62280
65971627,56880,56880
65971634,70800,70800
65971635,50220,50220
65971636,44220,44220
65971637,47220,47220
65971638,51420,51420
65971639,50760,50760
65971640,45360,45360
65971641,53160,53160
65971642,46620,46620
65971643,49620,49620
65971644,49020,49020
65971645,52020,52020
65971646,47820,47820
65971647,45960,45960
65971648,48420,48420
65971649,44760,44760
65971650,52620,52620
65971653,85740,85740
65971654,84540,84540
65971660,86940,86940
65971682,78540,78540
65971683,77340,77340
65971684,82140,82140
65971685,79800,79800
65971686,80940,80940
65971687,72420,72420
65971688,76200,76200
65971689,73620,73620
65971690,74820,74820
65971691,83340,83340
