65936579,49080,49080
65936580,63480,63480
65936581,41880,41880
65936582,38280,38280
65936583,52680,52680
65936584,59880,59880
65936588,32160,32160
65936589,53460,53460
65937401,29940,29940
65937402,51540,51540
65937403,61560,61560
65937404,15060,15060
65937405,58740,58740
65937406,73140,73140
65937407,65940,65940
65937408,37140,37140
65937409,27060,27060
65937410,36540,36540
65937411,28740,28740
65937412,60840,60840
65937413,58140,58140
65937414,65040,65040
65937416,79440,79440
65937419,43740,43740
65937421,22260,22260
65937422,72240,72240
65937424,86880,86880
65937425,69900,69900
65937426,18660,18660
65937427,62460,62460
65937429,50940,50940
65937433,44340,44340
65937415,71640,71640
65937417,64440,64440
65937418,42840,42840
65937420,50040,50040
65937423,86880,86880
65937506,25560,25560
65937507,40560,40560
65937508,49560,49560
65937514,18720,18720
65937524,63660,63660
65937525,38760,38760
65937526,53160,53160
65937527,32160,32160
65937515,25560,25560
65937516,32280,32280
65937529,23460,23460
65937532,26880,26880
65937531,53460,53460
65937536,32160,32160
65937537,53460,53460
65937590,23700,23700
65937590,24660,24660
65937591,63540,63540
65937592,56760,56760
65937593,32220,32220
65937593,32760,32760
65937599,58260,58260
65937599,58560,58560
65937600,37560,37560
65937600,37860,37860
65937601,52860,52860
65937601,53160,53160
65937602,47760,47760
65937602,48060,48060
65937605,72360,72360
65937605,72660,72660
65937608,67860,67860
65937609,33060,33060
65937610,65700,65700
65937611,67500,67500
65937612,63000,63000
65937613,58920,58920
65937613,59460,59460
65937614,76560,76560
65937615,27180,27180
65937615,27660,27660
65937616,20460,20460
65937617,22560,22560
65937618,56220,56220
65937618,57240,57240
65937619,77700,77700
65937619,78060,78060
65937622,22500,22500
65937623,32580,32580
65937626,44700,44700
65937626,45060,45060
65937627,39600,39600
65937627,39960,39960
65937630,70500,70500
65937630,70860,70860
65937632,25680,25680
65937635,63840,63840
65937597,34860,34860
65937597,35160,35160
65937603,64920,64920
65937603,65220,65220
65937604,54660,54660
65937604,54960,54960
65937621,72600,72600
65937621,72960,72960
65937624,60300,60300
65937624,60660,60660
65937628,41100,41100
65937628,41460,41460
65937596,57360,57360
65937596,57660,57660
65937598,71760,71760
65937598,72060,72060
65937620,77400,77400
65937620,77760,77760
65937625,63000,63000
65937625,63360,63360
65937606,35460,35460
65937606,35760,35760
65937629,41400,41400
65937629,41760,41760
65937594,27120,27120
65937594,27660,27660
65937607,52200,52200
65937633,32100,32100
