63114090,1200,1200
63114095,43500,43500
63114096,50400,50400
63114097,57900,57900
63114098,65100,65100
63114099,72600,72600
63114100,79200,79200
63114137,11580,11580
63114140,41880,41880
63114141,48480,48480
63114142,53280,53280
63114143,60480,60480
63114144,71280,71280
63114145,74880,74880
63114056,19680,19680
63114057,22680,22680
63114058,22800,22800
63114059,25200,25200
63114060,27000,27000
63114061,28800,28800
63114062,30600,30600
63114063,32400,32400
63114064,34200,34200
63114065,36000,36000
63114066,37800,37800
63114067,39600,39600
63114068,41400,41400
63114069,43200,43200
63114070,45000,45000
63114071,46800,46800
63114072,48600,48600
63114073,50400,50400
63114074,52200,52200
63114075,54000,54000
63114076,55800,55800
63114078,57600,57600
63114079,59400,59400
63114080,61200,61200
63114081,63000,63000
63114082,64800,64800
63114091,68400,68400
63114092,72000,72000
63114093,75600,75600
63114094,79200,79200
63114101,21600,21600
63114103,30480,30480
63114104,32280,32280
63114105,34080,34080
63114106,35880,35880
63114107,37680,37680
63114108,39480,39480
63114109,41280,41280
63114110,43080,43080
63114111,44880,44880
63114112,46680,46680
63114113,48480,48480
63114114,50280,50280
63114115,52080,52080
63114116,53880,53880
63114117,55680,55680
63114118,57480,57480
63114119,61080,61080
63114120,62880,62880
63114121,64680,64680
63114122,25080,25080
63114124,66480,66480
63114125,68280,68280
63114126,70080,70080
63114127,71880,71880
63114128,73680,73680
63114134,75480,75480
63114138,79080,79080
63114139,26880,26880
63114146,28680,28680
63114147,59280,59280
63114148,66600,66600
63114152,81300,81300
63114083,36600,36600
63114084,43500,43500
63114085,50400,50400
63114086,57900,57900
63114087,65100,65100
63114088,72600,72600
63114089,79200,79200
63114129,31980,31980
63114130,41880,41880
63114131,48480,48480
63114132,53280,53280
63114133,60480,60480
63114135,71280,71280
63114136,82680,82680
63114077,1200,1200
63114123,11580,11580
65466982,11580,11580
65466985,41880,41880
65466986,48480,48480
65466987,53280,53280
65466988,60480,60480
65466989,71280,71280
65466990,74880,74880
65467029,1200,1200
65467034,43500,43500
65467035,50400,50400
65467036,57900,57900
65467037,65100,65100
65467038,72600,72600
65467039,79200,79200
65466943,22680,22680
65466947,59280,59280
65466948,30480,30480
65466949,32280,32280
65466950,34080,34080
65466951,35880,35880
65466952,37680,37680
65466953,39480,39480
65466954,41280,41280
65466955,43080,43080
65466956,44880,44880
65466957,46680,46680
65466958,48480,48480
65466959,50280,50280
65466960,52080,52080
65466961,53880,53880
65466962,55680,55680
65466963,57480,57480
65466964,61080,61080
65466965,62880,62880
65466966,64680,64680
65466967,25080,25080
65466969,66480,66480
65466970,68280,68280
65466971,70080,70080
65466972,71880,71880
65466973,73680,73680
65466979,75480,75480
65466983,79080,79080
65466984,26880,26880
65466991,28680,28680
65466992,19680,19680
65466995,81300,81300
65466996,66600,66600
65466997,22800,22800
65466998,25200,25200
65466999,27000,27000
65467000,28800,28800
65467001,30600,30600
65467002,32400,32400
65467003,34200,34200
65467004,36000,36000
65467005,37800,37800
65467006,39600,39600
65467007,41400,41400
65467008,43200,43200
65467009,45000,45000
65467010,46800,46800
65467011,48600,48600
65467012,50400,50400
65467013,52200,52200
65467014,54000,54000
65467015,55800,55800
65467017,57600,57600
65467018,59400,59400
65467019,61200,61200
65467020,63000,63000
65467021,64800,64800
65467030,68400,68400
65467031,72000,72000
65467032,75600,75600
65467033,79200,79200
65467040,21600,21600
65466968,11580,11580
65466974,31980,31980
65466975,41880,41880
65466976,48480,48480
65466977,53280,53280
65466978,60480,60480
65466980,71280,71280
65466981,82680,82680
65467016,1200,1200
65467022,36600,36600
65467023,43500,43500
65467024,50400,50400
65467025,57900,57900
65467026,65100,65100
65467027,72600,72600
65467028,79200,79200
